filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
000142.txt,605,167,616,191,-0.04,0,1,52
000142.txt,197,186,398,301,1.95,-5,1,12
000142.txt,337,176,452,252,1.88,-5,1,17
000143.txt,4,199,128,248,2.21,-18,2,25
000143.txt,120,201,178,228,1.98,-26,3,42
000143.txt,940,180,1003,202,2.7,24,1,49
000144.txt,804,153,842,240,0.44,4,1,16
000144.txt,0,202,277,374,2.18,-5,1,7
000144.txt,323,187,345,243,1.92,-7,1,19
000145.txt,323,158,339,202,-1.4,-11,0,29
000145.txt,421,163,432,195,-1.33,-9,0,39
000145.txt,324,155,336,189,-1.44,-15,0,40
000145.txt,960,180,1069,229,-2.16,13,1,23
000145.txt,1034,183,1155,229,-2.24,16,1,23
000145.txt,346,154,357,191,-1.24,-14,0,39
000145.txt,501,157,553,255,-2.38,-1,1,13
000145.txt,676,152,784,270,-2.2,2,1,11
000145.txt,79,151,225,335,2.08,-4,1,7
000145.txt,601,171,637,199,-1.63,0,0,37
000145.txt,297,155,312,195,1.78,-14,0,34
000145.txt,997,173,1017,210,2.62,20,1,35
000146.txt,572,180,629,226,-1.56,0,1,23
000146.txt,190,194,462,367,-1.22,-2,1,7
000146.txt,177,188,351,278,1.17,-6,1,13
000146.txt,328,182,449,236,1.01,-6,1,20
000146.txt,416,180,496,214,1.01,-6,1,31
000146.txt,522,180,568,213,-1.45,-2,1,30
000146.txt,879,188,1241,374,-2.15,2,1,3
000146.txt,661,180,728,230,-1.69,2,1,22
000146.txt,645,126,719,212,-1.65,3,1,32
000146.txt,747,166,761,215,2.67,5,1,26
000146.txt,36,186,184,236,2.18,-15,1,22
000146.txt,588,176,624,208,-1.57,0,1,35
000146.txt,279,178,340,208,1.98,-15,1,37
000147.txt,707,157,837,261,-1.8,3,1,14
000147.txt,415,167,437,241,-1.52,-4,1,18
000148.txt,782,174,860,203,-2.39,12,1,41
000149.txt,593,176,617,199,-1.57,0,1,51
000149.txt,509,180,558,218,1.68,-3,1,29
000149.txt,679,173,756,244,-1.79,2,1,18
000149.txt,653,177,707,219,-1.7,2,1,28
000149.txt,637,176,666,202,-1.61,2,1,43
000149.txt,647,176,689,212,-1.66,2,1,33
000149.txt,391,183,456,206,0.19,-12,2,48
000149.txt,304,182,377,207,0.37,-17,2,48
000149.txt,766,160,790,230,-1.79,4,1,19
000150.txt,565,175,616,225,-1.55,0,1,25
000150.txt,453,183,494,211,1.75,-7,1,38
000150.txt,531,177,560,199,1.64,-4,1,50
000150.txt,273,180,307,226,1.96,-12,2,28
000151.txt,0,200,303,369,-0.86,-3,1,3
000151.txt,1213,130,1223,226,-0.95,11,0,12
000151.txt,845,161,1004,210,-0.39,10,0,22
000152.txt,45,196,447,374,-1.22,-2,1,6
000152.txt,751,155,1136,374,-1.93,2,1,6
000152.txt,711,186,878,307,-1.8,2,1,11
000152.txt,415,209,501,265,-1.42,-3,1,15
000152.txt,453,185,532,243,1.72,-3,1,20
000152.txt,662,183,773,256,-1.78,2,1,16
000152.txt,628,176,657,200,-1.62,2,1,46
000153.txt,669,159,704,194,-1.64,4,0,40
000153.txt,626,164,645,213,1.94,1,1,26
000154.txt,1110,160,1241,288,2.88,7,1,9
000154.txt,90,178,319,273,2.28,-7,1,14
000154.txt,543,174,665,215,2.53,0,1,27
000154.txt,695,173,727,195,-1.4,7,1,49
000154.txt,397,178,466,211,-1.04,-8,1,34
000154.txt,520,176,552,195,1.92,-6,1,59
000155.txt,159,189,249,250,1.8,-13,2,23
000155.txt,122,177,204,230,1.92,-26,3,42
000155.txt,212,197,278,236,1.82,-15,2,30
000155.txt,709,180,757,209,1.86,6,1,39
000155.txt,808,173,823,195,1.81,16,1,57
000156.txt,0,111,149,287,0.84,-10,1,10
000156.txt,804,139,872,319,2.6,2,1,7
000157.txt,1201,177,1241,360,-1.37,7,1,6
000157.txt,891,125,1231,319,-1.04,5,1,9
000157.txt,676,210,1048,305,2.27,4,1,11
000157.txt,656,173,892,262,-0.75,3,1,14
000157.txt,0,176,63,355,1.78,-6,1,8
000157.txt,581,183,728,244,-0.6,1,1,18
000157.txt,610,186,748,253,2.51,1,1,16
000157.txt,754,159,817,210,2.35,7,1,29
000157.txt,319,192,406,238,-1.82,-8,1,23
000157.txt,219,194,279,242,-1.63,-13,2,26
000157.txt,198,150,271,234,-1.61,-16,2,31
000158.txt,1047,177,1179,218,-3.0,21,1,30
000159.txt,748,163,893,265,-1.78,4,1,15
000159.txt,170,187,405,313,1.99,-4,1,10
000159.txt,709,170,767,216,-1.73,4,1,26
000159.txt,702,170,747,206,-1.67,5,1,32
000159.txt,591,170,614,187,1.7,0,1,64
000160.txt,558,180,580,200,1.65,-3,2,58
000160.txt,343,179,379,203,1.91,-20,2,59
000161.txt,172,196,368,305,1.99,-5,2,12
000161.txt,315,194,431,261,1.91,-5,2,18
000161.txt,388,190,463,241,1.81,-5,2,23
000161.txt,431,188,493,227,1.76,-5,2,29
000161.txt,812,153,946,204,2.8,9,1,24
000161.txt,1208,127,1241,174,-0.75,22,0,24
000161.txt,1107,134,1241,174,-0.67,23,0,29
000161.txt,1074,138,1215,176,-0.65,23,0,32
000161.txt,475,186,522,217,1.76,-5,2,36
000161.txt,666,175,714,212,-1.68,3,1,30
000162.txt,159,166,223,195,-0.76,-26,1,45
000162.txt,573,171,633,230,-1.58,0,1,22
000163.txt,258,164,438,248,-2.77,-6,1,17
000163.txt,321,171,472,230,-2.85,-6,1,21
000163.txt,804,152,871,197,-1.81,11,1,35
000163.txt,857,161,917,193,-1.91,13,0,36
000163.txt,374,175,495,216,-2.91,-6,1,26
000163.txt,398,175,492,214,-2.95,-6,1,29
000163.txt,404,167,515,208,-2.93,-6,1,32
000164.txt,10,164,103,201,-0.59,-26,1,35
000164.txt,554,172,616,233,-1.56,0,1,21
000164.txt,153,167,206,195,2.09,-27,1,45
000164.txt,764,178,776,206,-1.79,9,1,42
000165.txt,0,189,164,374,-1.83,-5,1,4
000165.txt,287,164,471,259,-2.14,-5,1,15
000165.txt,356,163,486,243,-2.07,-4,1,18
000165.txt,443,167,536,215,-2.27,-4,1,29
000165.txt,652,148,715,206,-1.69,3,1,32
000165.txt,583,173,617,204,-1.54,0,1,37
000165.txt,0,133,374,360,-2.05,-4,1,7
000166.txt,0,175,44,219,2.3,-21,1,24
000166.txt,296,172,339,192,-1.17,-22,1,55
000166.txt,222,157,275,189,-1.1,-28,1,57
000166.txt,570,169,616,215,-1.55,0,1,27
000167.txt,949,151,1008,268,-2.05,5,1,10
000167.txt,707,161,735,216,-1.68,3,1,26
000168.txt,553,184,598,220,-1.59,-1,1,27
000168.txt,502,183,537,210,-1.49,-4,2,39
000168.txt,837,190,921,223,2.52,11,2,32
000168.txt,955,189,1046,226,2.24,18,2,34
000169.txt,784,177,1124,374,-1.96,2,1,6
000169.txt,0,193,137,374,0.89,-6,1,5
000169.txt,0,179,272,340,0.63,-6,1,8
000169.txt,0,159,290,307,-2.59,-6,1,10
000169.txt,247,186,435,257,0.36,-5,1,15
000169.txt,335,179,462,241,0.34,-5,1,20
000169.txt,394,177,500,219,-2.98,-6,1,27
000169.txt,436,170,526,212,0.16,-6,1,37
000169.txt,573,177,582,198,1.59,-2,1,55
000169.txt,677,184,746,238,-1.69,2,1,20
000169.txt,684,172,757,204,-0.17,6,1,40
000169.txt,633,179,659,198,-1.66,2,1,54
000170.txt,743,171,794,214,-1.51,6,1,28
000170.txt,776,173,802,192,-1.49,13,0,52
000170.txt,825,170,845,184,-1.49,23,0,73
000171.txt,570,182,644,253,-1.56,0,1,17
000171.txt,58,205,232,270,2.14,-12,2,19
000171.txt,307,195,361,227,1.87,-15,2,40
000172.txt,582,170,618,204,-1.56,0,1,34
000172.txt,596,165,626,196,-1.56,0,1,43
000172.txt,727,171,890,304,-1.77,2,1,10
000172.txt,708,168,814,253,-1.73,2,1,15
000172.txt,658,164,711,212,-1.68,2,1,28
000172.txt,0,189,251,303,2.12,-7,1,12
000173.txt,917,200,1241,374,-1.87,3,1,5
000173.txt,542,174,674,264,-1.31,0,1,13
000173.txt,689,166,741,206,1.75,4,1,33
000173.txt,840,182,894,226,-1.6,8,1,24
000174.txt,993,213,1069,261,-1.46,8,1,14
000174.txt,1000,172,1096,247,-1.44,10,1,17
000174.txt,916,177,969,208,1.76,17,1,36
000175.txt,468,185,511,223,-1.48,-5,2,31
000175.txt,264,175,408,229,-3.0,-9,1,25
000176.txt,425,182,542,273,1.77,-2,1,14
000176.txt,500,164,585,243,1.72,-1,1,19
000176.txt,553,169,615,225,1.69,0,1,25
000176.txt,624,179,669,207,1.81,2,1,41
000177.txt,35,165,198,335,2.16,-5,1,8
000177.txt,419,144,541,233,-1.22,-3,1,22
000177.txt,638,172,682,227,-1.0,1,1,24
000177.txt,928,165,958,237,-1.99,8,1,17
000177.txt,835,179,887,230,2.82,6,1,19
000177.txt,823,182,876,227,2.86,6,1,20
000178.txt,605,177,632,202,-1.58,0,1,46
000178.txt,888,190,1241,374,-2.24,2,1,3
000178.txt,689,179,775,243,-1.72,3,1,18
000178.txt,764,174,1027,348,-1.89,2,1,8
000178.txt,2,194,164,246,0.65,-17,2,23
000178.txt,681,177,742,229,-1.69,3,1,23
000178.txt,657,177,696,208,-1.68,3,1,37
000179.txt,591,175,657,239,-1.55,0,1,20
000179.txt,739,98,880,218,1.37,7,1,29
000179.txt,720,130,786,202,1.43,8,1,41
000179.txt,711,139,757,196,1.49,8,1,53
000179.txt,271,180,288,230,2.06,-10,1,23
000180.txt,541,181,566,197,1.67,-4,2,63
000181.txt,834,194,1241,374,-2.02,3,1,6
000181.txt,0,185,300,305,-2.6,-6,1,9
000181.txt,192,180,398,256,-2.77,-6,1,15
000181.txt,255,181,454,249,0.31,-6,1,17
000181.txt,747,177,927,304,-1.85,3,1,11
000181.txt,680,183,743,228,-1.75,3,1,24
000181.txt,370,181,493,233,0.27,-5,1,22
000181.txt,395,172,500,224,0.23,-5,1,24
000181.txt,486,176,553,199,-3.0,-6,1,48
000181.txt,504,171,565,197,3.14,-5,1,53
000181.txt,633,162,657,190,-1.61,3,1,69
000182.txt,78,202,387,374,1.97,-3,1,7
000182.txt,329,168,477,282,1.83,-3,1,13
000182.txt,502,181,555,219,1.68,-3,1,30
000183.txt,884,170,1241,374,-2.18,2,1,3
000183.txt,732,35,1006,309,-1.8,3,1,10
000183.txt,696,146,803,241,-1.7,3,1,18
000183.txt,682,167,741,220,1.45,3,1,26
000183.txt,551,176,580,200,1.64,-2,1,47
000183.txt,589,172,618,193,-1.45,0,1,58
000184.txt,611,177,643,201,-1.4,1,1,50
000184.txt,443,184,500,217,1.93,-6,2,35
000184.txt,474,176,523,212,1.87,-6,2,40
000184.txt,962,162,1053,192,2.74,19,0,34
000185.txt,181,157,454,374,1.86,-3,1,8
000185.txt,400,173,526,281,1.75,-2,1,14
000185.txt,544,185,606,225,1.82,-1,2,30
000185.txt,586,184,635,217,1.87,0,2,36
000185.txt,630,185,673,212,1.87,2,2,41
000186.txt,0,195,206,374,2.23,-5,1,7
000186.txt,889,189,1241,374,-2.26,3,1,3
000186.txt,678,170,697,211,1.0,3,1,29
000186.txt,337,183,418,211,0.76,-12,2,39
000186.txt,101,181,205,234,1.89,-15,1,24
000186.txt,641,174,710,195,2.72,4,1,53
000187.txt,222,178,261,261,2.06,-8,2,16
000188.txt,846,157,1036,281,-1.84,5,1,12
000188.txt,657,175,692,209,-1.56,3,1,34
000188.txt,768,169,811,210,-1.64,8,1,33
000189.txt,660,145,706,262,1.11,1,1,10
000189.txt,549,129,578,225,1.43,0,0,14
000189.txt,592,142,623,224,1.27,0,0,14
000189.txt,654,147,678,222,1.22,1,0,15
000190.txt,1104,128,1237,373,-2.29,3,1,4
000190.txt,438,172,575,279,1.71,-1,1,12
000190.txt,772,152,816,255,-1.78,3,1,11
000190.txt,619,123,708,223,-1.66,1,1,21
000191.txt,577,178,614,211,-1.57,0,1,36
000191.txt,233,188,362,253,-1.19,-7,1,17
000191.txt,373,190,501,272,-1.35,-3,1,14
000191.txt,358,184,432,227,-1.29,-7,1,27
000191.txt,509,159,550,205,-1.49,-4,1,46
000191.txt,206,187,303,230,-1.12,-12,1,25
000191.txt,289,179,361,217,-1.21,-12,1,32
000192.txt,573,179,605,209,-1.57,-1,1,41
000192.txt,0,188,175,325,-0.93,-7,1,9
000192.txt,444,200,493,234,-1.4,-4,1,22
000192.txt,450,185,512,229,-1.42,-4,1,25
000192.txt,487,184,528,213,-1.44,-5,1,37
000192.txt,536,173,556,196,-1.52,-6,1,72
000192.txt,0,185,111,278,-0.88,-11,1,13
000193.txt,70,146,177,330,-2.52,-5,1,7
000194.txt,583,175,620,204,1.64,0,1,37
000195.txt,934,166,979,274,1.09,5,1,12
000196.txt,544,200,582,236,1.61,-2,2,34
000196.txt,671,198,693,222,-1.54,5,3,52
000197.txt,164,198,347,297,2.0,-6,1,12
000197.txt,314,192,428,256,1.9,-5,1,18
000197.txt,450,181,503,219,1.77,-6,2,33
000197.txt,636,176,656,193,-1.61,3,1,65
000198.txt,144,188,363,306,1.88,-5,1,11
000198.txt,335,175,437,241,1.8,-6,1,20
000198.txt,1210,113,1241,331,2.27,9,1,6
000199.txt,842,161,918,319,2.8,2,1,7
000200.txt,602,178,663,238,-1.57,0,1,21
000200.txt,797,186,1018,325,-1.9,3,1,9
000200.txt,880,173,929,335,2.71,2,1,7
000201.txt,1112,127,1241,374,-2.75,2,1,0
000201.txt,805,175,1241,374,1.08,2,1,5
000201.txt,660,181,785,262,-1.86,2,1,14
000201.txt,315,192,414,257,-1.41,-5,1,17
000201.txt,609,170,691,231,-1.81,1,1,21
000201.txt,560,180,607,214,-1.71,-1,1,33
000201.txt,400,178,408,205,1.68,-13,2,47
000202.txt,535,180,567,204,1.65,-3,1,45
000203.txt,586,171,619,208,-1.58,0,2,63
000203.txt,765,170,812,251,-1.81,4,1,17
000203.txt,362,193,401,217,1.87,-16,3,53
000204.txt,599,178,628,205,-1.58,0,2,45
000204.txt,635,164,678,195,-1.71,4,2,73
000204.txt,251,162,325,221,2.01,-16,2,37
000204.txt,461,178,490,199,1.77,-13,2,71
000205.txt,393,186,475,235,1.89,-5,1,24
000205.txt,539,177,558,207,1.74,-3,1,39
000206.txt,290,155,319,240,-2.58,-6,1,15
000206.txt,629,158,780,230,2.27,2,1,20
000206.txt,1107,170,1160,199,1.89,36,1,48
000207.txt,715,177,727,210,1.4,5,2,38
000207.txt,57,188,127,229,2.18,-20,2,29
000207.txt,152,186,248,230,2.08,-16,2,29
000207.txt,382,183,426,208,1.87,-14,2,49
000208.txt,0,203,256,374,-2.47,-5,1,6
000208.txt,600,179,861,267,-0.12,1,1,12
000209.txt,818,143,904,320,2.82,2,1,7
000210.txt,680,148,728,185,-1.68,9,1,77
000210.txt,0,180,155,315,2.22,-9,1,11
000210.txt,124,193,286,269,2.17,-8,1,16
000210.txt,238,179,363,247,1.98,-8,1,20
000210.txt,376,182,444,221,1.87,-8,1,30
000210.txt,419,181,472,213,1.84,-8,1,35
000210.txt,498,177,530,199,1.75,-7,1,55
000211.txt,0,190,304,374,2.1,-5,1,7
000211.txt,438,169,483,251,1.78,-3,1,17
000211.txt,476,173,512,248,1.68,-2,1,17
000211.txt,398,183,483,233,1.79,-5,1,24
000211.txt,519,173,539,215,1.69,-3,1,31
000211.txt,499,180,543,206,1.78,-5,1,43
000212.txt,0,163,168,374,0.72,-6,1,6
000212.txt,637,175,728,243,-1.77,1,1,19
000212.txt,409,168,493,205,-3.0,-8,1,39
000212.txt,580,177,607,195,-1.75,-1,1,56
000213.txt,898,204,1241,374,-2.31,2,1,3
000213.txt,0,194,173,374,-2.34,-6,1,6
000213.txt,0,190,272,321,-2.49,-6,1,9
000213.txt,57,179,336,290,0.64,-6,1,11
000213.txt,265,185,463,251,0.39,-5,1,17
000213.txt,670,180,740,224,-1.75,3,1,24
000213.txt,646,170,682,201,-1.67,3,1,43
000214.txt,277,180,412,232,0.32,-8,1,22
000214.txt,334,182,443,222,-2.76,-8,1,27
000214.txt,1114,134,1231,254,-2.18,9,1,11
000214.txt,982,151,1043,231,-2.0,8,1,15
000214.txt,937,161,957,221,-1.53,9,1,20
000214.txt,872,162,902,184,1.49,20,0,53
000215.txt,215,190,586,316,0.09,-2,1,9
000216.txt,568,180,610,222,-1.57,0,2,30
000216.txt,81,190,276,279,2.08,-8,1,14
000216.txt,297,188,388,243,1.9,-8,2,23
000216.txt,441,187,481,211,1.77,-9,2,44
000217.txt,0,196,358,374,2.1,-3,1,6
000217.txt,475,183,525,222,1.72,-4,1,28
000217.txt,562,178,594,206,1.58,-1,1,38
000217.txt,979,140,1173,373,0.99,3,1,6
000217.txt,537,179,561,200,1.64,-4,1,50
000218.txt,1046,171,1241,374,-2.76,2,1,0
000218.txt,780,176,1097,355,-1.93,3,1,7
000218.txt,719,175,828,260,-1.7,2,1,13
000218.txt,308,191,421,262,1.91,-6,2,18
000218.txt,640,173,673,199,-1.63,2,1,44
000219.txt,822,162,864,186,-1.86,18,1,57
000219.txt,869,157,936,190,-1.93,18,1,46
000219.txt,939,138,1050,190,-2.05,18,0,35
000220.txt,716,175,739,195,-1.56,9,1,55
000221.txt,603,178,664,237,-1.57,0,1,21
000221.txt,776,185,955,301,-1.87,3,1,10
000221.txt,1023,143,1075,193,-2.05,19,0,32
000222.txt,518,165,740,374,-1.58,0,1,7
000222.txt,344,184,457,218,-2.7,-9,2,32
000222.txt,376,185,418,205,1.87,-15,2,53
000222.txt,175,194,259,227,-2.39,-19,2,35
000222.txt,334,187,374,208,1.92,-18,2,52
000222.txt,425,181,464,201,1.8,-12,2,53
000223.txt,777,131,852,210,-1.45,7,1,26
000223.txt,929,190,1010,320,-1.4,4,1,8
000223.txt,811,152,830,184,-3.03,7,0,24
000224.txt,337,180,384,202,1.88,-15,1,46
000225.txt,1,175,121,230,2.22,-20,2,27
000225.txt,493,139,560,216,1.67,-3,1,36
000225.txt,380,180,408,198,-1.28,-20,2,68
000225.txt,584,176,622,214,-1.56,0,1,33
000226.txt,639,184,673,211,-1.64,2,2,41
000226.txt,441,172,539,212,0.11,-6,2,38
000226.txt,380,187,500,231,0.31,-6,2,26
000226.txt,357,184,480,235,0.24,-6,1,23
000226.txt,0,194,332,303,-2.66,-6,1,11
000226.txt,723,176,1026,374,-1.91,2,1,8
000226.txt,0,216,387,374,2.13,-2,1,4
000226.txt,624,171,660,203,-1.62,2,2,57
000227.txt,783,179,909,248,1.93,5,1,17
000227.txt,1081,174,1130,204,1.66,26,1,38
000227.txt,945,179,1009,217,1.79,14,1,28
000227.txt,1041,156,1086,199,1.62,28,1,45
000227.txt,1019,177,1060,205,1.65,23,1,38
000228.txt,421,165,501,200,2.33,-8,1,42
000228.txt,868,164,890,235,-1.76,6,1,17
000228.txt,444,173,522,205,-0.8,-6,1,35
000229.txt,583,177,609,203,-1.57,0,1,47
000229.txt,176,142,398,219,1.87,-20,2,51
000230.txt,396,183,438,206,1.82,-14,2,52
000230.txt,255,146,353,214,1.95,-20,2,48
000230.txt,320,152,393,207,1.9,-20,2,58
000231.txt,559,184,612,227,-1.57,0,1,23
000231.txt,503,181,547,213,-1.46,-3,1,33
000231.txt,133,182,244,236,1.99,-14,1,24
000231.txt,311,184,355,210,1.84,-15,2,41
000232.txt,207,187,340,252,2.0,-9,2,20
000232.txt,936,154,977,213,-2.01,10,1,22
000233.txt,527,176,574,214,-1.68,-2,1,31
000233.txt,432,173,465,200,1.67,-9,1,44
000234.txt,268,192,461,302,1.86,-3,1,12
000234.txt,45,205,291,323,2.08,-6,2,11
000234.txt,640,176,683,212,-1.64,2,1,33
000234.txt,415,189,501,247,1.77,-4,1,19
000234.txt,757,163,900,206,2.86,7,1,26
000234.txt,745,153,865,203,2.89,7,1,29
000234.txt,992,136,1119,180,-0.58,21,0,35
000235.txt,589,175,616,202,-1.58,0,1,46
000235.txt,60,197,258,287,2.07,-8,2,14
000235.txt,405,181,450,214,1.75,-9,2,38
000235.txt,552,177,572,198,-1.53,-3,2,60
000236.txt,580,176,621,214,-1.57,0,1,32
000236.txt,76,175,288,278,-1.06,-7,1,13
000236.txt,323,185,476,282,-1.29,-3,1,13
000236.txt,282,183,393,241,-1.22,-7,1,20
000236.txt,480,183,543,226,-1.43,-3,1,25
000236.txt,533,162,564,198,-1.51,-4,1,57
000236.txt,0,185,139,265,-0.91,-12,1,15
000236.txt,183,181,299,234,-1.11,-11,1,22
000237.txt,855,178,953,214,-2.91,12,1,30
000237.txt,175,192,258,222,2.07,-20,2,38
000238.txt,0,170,58,216,-0.83,-20,1,24
000238.txt,574,173,615,214,-1.56,0,1,31
000239.txt,677,177,818,224,-0.22,4,1,23
000239.txt,646,177,711,201,3.09,4,1,45
000240.txt,567,177,609,215,1.58,0,1,29
000241.txt,633,154,707,213,1.8,3,1,35
000241.txt,552,174,573,191,-1.67,-4,1,66
000242.txt,635,163,725,229,1.33,1,1,21
000242.txt,389,184,455,237,1.69,-5,1,22
000243.txt,598,177,678,248,-1.59,0,1,15
000243.txt,498,169,576,230,-1.43,-2,1,21
000243.txt,620,169,672,218,-1.56,1,1,24
000243.txt,1190,133,1241,204,-1.02,14,0,15
000243.txt,1070,135,1238,198,-0.9,14,0,19
000244.txt,730,191,1000,374,-1.86,2,1,7
000244.txt,410,188,522,272,1.75,-2,1,14
000244.txt,685,181,806,271,-1.82,2,1,14
000244.txt,656,183,735,245,-1.7,2,1,19
000244.txt,513,182,563,223,1.71,-2,1,29
000244.txt,539,172,581,214,1.66,-2,1,35
000244.txt,561,175,598,209,1.68,-1,2,41
000245.txt,871,138,1241,369,2.49,4,1,6
000245.txt,593,172,612,219,-1.59,0,1,27
000245.txt,0,199,230,336,-2.51,-6,1,8
000245.txt,174,190,368,263,-2.81,-7,1,15
000246.txt,0,208,277,375,-0.93,-3,1,4
000246.txt,0,193,97,311,-0.82,-8,1,8
000246.txt,170,131,370,264,-1.19,-7,1,17
000246.txt,491,161,543,212,-1.46,-4,1,36
000246.txt,411,138,519,241,-1.41,-4,1,21
000246.txt,524,143,562,198,-1.53,-5,0,61
000247.txt,275,189,310,218,1.61,-17,2,40
000248.txt,0,182,245,293,-1.01,-8,1,12
000248.txt,184,232,342,328,-1.14,-4,1,8
000248.txt,430,185,502,234,-1.38,-4,1,23
000248.txt,381,180,439,220,-1.33,-8,1,31
000248.txt,473,183,521,216,-1.43,-5,1,33
000248.txt,506,185,540,209,-1.46,-4,1,42
000248.txt,247,172,340,225,-1.18,-12,1,28
000249.txt,102,183,425,375,-1.22,-3,1,7
000249.txt,0,197,93,325,-0.82,-7,1,7
000249.txt,357,188,467,263,-1.34,-4,1,15
000249.txt,188,186,331,254,-1.17,-8,1,17
000249.txt,378,155,450,219,-1.38,-8,1,32
000249.txt,466,151,528,216,-1.48,-4,1,32
000249.txt,519,150,547,196,-1.56,-7,0,72
000250.txt,26,196,252,345,1.8,-5,1,9
000250.txt,341,192,383,224,1.68,-11,2,35
000251.txt,113,93,629,252,-0.09,-5,1,20
000251.txt,598,107,726,224,-0.45,1,1,23
000251.txt,840,107,962,211,-0.76,11,1,26
000251.txt,912,161,984,300,2.76,4,1,8
000251.txt,295,197,371,373,0.1,-2,1,6
000252.txt,515,183,549,209,1.63,-4,1,41
000252.txt,567,161,612,190,-2.04,-1,1,68
000252.txt,386,182,485,218,2.98,-7,1,32
000253.txt,568,176,624,230,-1.55,0,1,23
000253.txt,330,188,439,251,1.87,-6,1,20
000253.txt,639,176,659,194,-1.62,3,1,61
000254.txt,380,190,499,277,1.75,-3,1,14
000254.txt,226,195,385,287,1.93,-5,1,14
000254.txt,782,178,898,277,3.02,3,1,11
000254.txt,1109,152,1241,254,2.47,11,1,13
000254.txt,814,177,943,293,-3.12,3,1,10
000254.txt,497,182,547,225,1.66,-3,1,29
000254.txt,548,182,568,200,1.62,-4,2,62
000254.txt,612,177,676,203,0.01,2,2,47
000254.txt,452,172,532,244,1.71,-3,1,22
000255.txt,535,181,572,208,1.65,-3,2,43
000256.txt,0,185,40,241,2.29,-16,1,18
000256.txt,26,171,174,232,2.23,-16,1,23
000256.txt,161,181,254,222,2.16,-15,1,28
000257.txt,695,164,740,201,-1.75,6,1,42
000257.txt,792,174,857,201,-2.43,12,1,41
000258.txt,375,181,474,249,1.96,-5,2,22
000258.txt,710,170,750,221,-1.53,5,1,31
000259.txt,354,178,522,291,-1.33,-2,1,11
000259.txt,486,174,555,226,-1.43,-2,1,21
000259.txt,597,166,642,207,-1.57,0,0,29
000259.txt,558,164,593,196,-1.51,-1,0,37
000260.txt,581,173,604,191,-1.58,-1,1,52
000261.txt,618,135,685,203,-1.48,2,1,43
000261.txt,315,180,366,201,1.97,-18,1,49
000261.txt,360,177,402,196,1.95,-18,1,57
000262.txt,894,199,1241,374,-2.33,2,1,2
000262.txt,756,181,1038,360,-1.91,2,1,7
000262.txt,692,178,822,271,-1.78,2,1,13
000262.txt,455,180,533,241,-1.42,-3,1,21
000262.txt,674,178,742,231,-1.68,2,1,21
000262.txt,651,178,696,215,-1.64,2,1,29
000262.txt,635,177,669,204,-1.62,2,1,41
000262.txt,627,153,665,199,-1.64,2,1,48
000263.txt,539,157,583,278,-1.52,0,1,10
000264.txt,568,181,626,227,-1.55,0,1,23
000264.txt,269,192,478,331,-1.28,-2,1,9
000264.txt,133,193,327,299,1.17,-6,1,11
000264.txt,341,182,455,232,0.99,-6,1,22
000264.txt,421,180,497,213,1.02,-6,1,32
000264.txt,522,180,566,212,-1.45,-2,1,32
000264.txt,457,175,529,202,0.75,-6,1,43
000264.txt,818,184,1241,374,-2.02,2,1,5
000264.txt,653,179,715,225,-1.69,2,1,23
000264.txt,639,127,709,209,-1.65,2,1,34
000264.txt,736,167,752,213,2.68,5,1,28
000264.txt,584,176,621,209,-1.57,0,1,35
000264.txt,290,177,347,206,1.97,-15,1,38
000265.txt,902,132,1022,299,-1.87,4,1,9
000265.txt,760,163,784,220,-1.69,5,1,23
000265.txt,783,168,801,211,-1.82,7,1,29
000265.txt,803,167,818,210,-1.84,8,1,29
000265.txt,800,182,817,207,-1.8,8,1,29
000265.txt,720,170,731,201,-1.67,6,1,39
000266.txt,748,180,1034,353,-1.96,2,1,7
000266.txt,248,169,354,331,1.92,-3,1,8
000266.txt,147,195,352,311,-1.27,-5,1,10
000266.txt,646,163,777,258,-1.86,1,1,14
000266.txt,264,184,398,263,1.81,-6,1,16
000266.txt,581,175,640,218,-1.71,0,1,26
000266.txt,403,183,452,217,-1.5,-8,1,31
000266.txt,557,175,594,206,-1.67,-1,1,36
000266.txt,406,170,419,203,1.61,-11,1,40
000266.txt,395,175,407,207,1.69,-11,1,40
000267.txt,550,180,600,223,-1.63,-1,1,25
000267.txt,579,174,683,262,-1.7,0,1,15
000267.txt,206,179,257,202,1.96,-26,1,50
000268.txt,721,121,967,200,0.62,10,1,35
000269.txt,0,152,86,351,1.65,-7,1,9
000269.txt,53,191,118,244,-1.54,-18,2,25
000269.txt,272,187,337,235,-1.76,-10,2,25
000269.txt,243,188,302,230,-1.74,-13,2,28
000269.txt,63,162,126,224,1.61,-23,2,32
000269.txt,223,188,257,217,-1.59,-20,2,40
000269.txt,300,186,397,250,-1.81,-7,1,19
000270.txt,586,171,613,197,-1.58,0,1,47
